date,temperature_2m_mean,precipitation_sum,soil_moisture_0_to_10cm_mean
1950-04-24 00:00:00+00:00,15.844003,0.73519766,0.30937606
1950-04-25 00:00:00+00:00,15.84456,0.0,0.29619
1950-04-26 00:00:00+00:00,14.295114,0.0,0.28300402
1950-04-27 00:00:00+00:00,12.045669,0.0,0.27181798
1950-04-28 00:00:00+00:00,10.846225,0.0,0.261632
1950-04-29 00:00:00+00:00,11.34678,0.0,0.25344598
1950-04-30 00:00:00+00:00,10.897336,0.0,0.24625996
1950-05-01 00:00:00+00:00,8.797892,0.16285771,0.24007395
1950-05-02 00:00:00+00:00,9.648447,0.0,0.23488796
1950-05-03 00:00:00+00:00,8.397456,0.0,0.2298578
1950-05-04 00:00:00+00:00,8.591823,0.0,0.22529536
1950-05-05 00:00:00+00:00,11.68619,0.0,0.2227329
1950-05-06 00:00:00+00:00,15.4805565,0.082334094,0.22117049
1950-05-07 00:00:00+00:00,14.124924,0.99163103,0.22360802
1950-05-08 00:00:00+00:00,12.219292,0.0,0.22104564
1950-05-09 00:00:00+00:00,13.163659,2.7470803,0.23048317
1950-05-10 00:00:00+00:00,11.108026,0.0,0.23692074
1950-05-11 00:00:00+00:00,10.452392,0.92247045,0.2333583
1950-05-12 00:00:00+00:00,10.696759,0.0,0.23279592
1950-05-13 00:00:00+00:00,13.191127,2.1121078,0.22723347
1950-05-14 00:00:00+00:00,14.935493,0.16959755,0.23967105
1950-05-15 00:00:00+00:00,15.129861,0.0,0.23410857
1950-05-16 00:00:00+00:00,17.77423,0.5125998,0.22854617
1950-05-17 00:00:00+00:00,16.468596,0.17150682,0.22598374
1950-05-18 00:00:00+00:00,14.412962,0.0,0.21942127
1950-05-19 00:00:00+00:00,15.40733,0.0,0.21285883
1950-05-20 00:00:00+00:00,17.151697,0.17345063,0.20729643
1950-05-21 00:00:00+00:00,16.046062,5.5714054,0.20273396
1950-05-22 00:00:00+00:00,15.34043,0.8738309,0.25817156
1950-05-23 00:00:00+00:00,13.334796,1.7542994,0.25560912
1950-05-24 00:00:00+00:00,11.629166,0.0,0.2480467
1950-05-25 00:00:00+00:00,12.323531,0.35353938,0.23948425
1950-05-26 00:00:00+00:00,12.467898,0.08872286,0.23192179
1950-05-27 00:00:00+00:00,11.862265,4.8984632,0.23635939
1950-05-28 00:00:00+00:00,14.706632,2.5033448,0.27579695
1950-05-29 00:00:00+00:00,16.450998,0.26924852,0.2732345
1950-05-30 00:00:00+00:00,16.745367,0.0,0.25867206
1950-05-31 00:00:00+00:00,14.4397335,0.0,0.24510965
1950-06-01 00:00:00+00:00,13.6841,0.0,0.23254716
1950-06-02 00:00:00+00:00,14.778468,0.0,0.22298476
1950-06-03 00:00:00+00:00,17.122833,0.0,0.21342233
1950-06-04 00:00:00+00:00,16.267202,0.0,0.2058599
1950-06-05 00:00:00+00:00,12.061569,0.0,0.20129746
1950-06-06 00:00:00+00:00,14.305935,0.0,0.19673502
1950-06-07 00:00:00+00:00,16.900303,0.0,0.19217259
1950-06-08 00:00:00+00:00,17.044672,0.18662785,0.18961015
1950-06-09 00:00:00+00:00,19.289038,0.0,0.18904772
1950-06-10 00:00:00+00:00,21.233404,0.1881087,0.18748531
1950-06-11 00:00:00+00:00,20.327772,4.5325513,0.19992286
1950-06-12 00:00:00+00:00,18.172138,0.0,0.2183604
1950-06-13 00:00:00+00:00,19.666506,0.0,0.20979795
1950-06-14 00:00:00+00:00,19.510874,0.0,0.20223552
1950-06-15 00:00:00+00:00,18.45524,0.0,0.19567311
1950-06-16 00:00:00+00:00,13.449607,0.0,0.19211066
1950-06-17 00:00:00+00:00,13.243974,0.0,0.18854824
1950-06-18 00:00:00+00:00,12.038341,0.19422786,0.18698582
1950-06-19 00:00:00+00:00,11.782708,7.4105906,0.19842339
1950-06-20 00:00:00+00:00,11.777076,5.28683,0.25886095
1950-06-21 00:00:00+00:00,12.671443,0.78642714,0.27529854
1950-06-22 00:00:00+00:00,14.315809,0.49352586,0.26273605
1950-06-23 00:00:00+00:00,15.860176,0.0,0.25017363
1950-06-24 00:00:00+00:00,16.804543,0.0,0.23761117
1950-06-25 00:00:00+00:00,17.698912,2.3982453,0.23804873
1950-06-26 00:00:00+00:00,21.243277,0.90305686,0.23348635
1950-06-27 00:00:00+00:00,18.387644,0.8060417,0.23092392
1950-06-28 00:00:00+00:00,17.58201,1.0117364,0.22736147
1950-06-29 00:00:00+00:00,16.176378,10.667467,0.25079903
1950-06-30 00:00:00+00:00,16.570747,9.283738,0.30723658
1950-07-01 00:00:00+00:00,16.915113,0.8195697,0.31367418
1950-07-02 00:00:00+00:00,14.40948,5.143814,0.3031117
1950-07-03 00:00:00+00:00,14.65494,5.4684925,0.32948768
1950-07-04 00:00:00+00:00,14.202217,0.20653193,0.3187609
1950-07-05 00:00:00+00:00,14.399497,1.1368845,0.30703416
1950-07-06 00:00:00+00:00,14.896775,1.034406,0.3013074
1950-07-07 00:00:00+00:00,15.044054,4.348192,0.30258068
1950-07-08 00:00:00+00:00,14.641333,0.72531533,0.30685392
1950-07-09 00:00:00+00:00,16.338612,1.0370487,0.29812717
1950-07-10 00:00:00+00:00,17.235891,0.0,0.2884004
1950-07-11 00:00:00+00:00,17.133173,2.7009485,0.2816737
1950-07-12 00:00:00+00:00,16.88045,0.9357478,0.2909469
1950-07-13 00:00:00+00:00,14.577727,0.10406164,0.28422016
1950-07-14 00:00:00+00:00,14.725006,0.7290615,0.27649343
1950-07-15 00:00:00+00:00,15.222284,0.7296936,0.27276665
1950-07-16 00:00:00+00:00,16.769564,0.31299776,0.26903987
1950-07-17 00:00:00+00:00,18.716843,0.0,0.25931317
1950-07-18 00:00:00+00:00,18.46412,0.104514815,0.24858639
1950-07-19 00:00:00+00:00,15.7614,3.1381931,0.25285965
1950-07-20 00:00:00+00:00,15.95868,4.502031,0.2701329
1950-07-21 00:00:00+00:00,17.405958,0.52395326,0.28840616
1950-07-22 00:00:00+00:00,17.753237,0.31464982,0.28067943
1950-07-23 00:00:00+00:00,15.400515,2.9393342,0.2739527
1950-07-24 00:00:00+00:00,14.297793,4.7281275,0.2902259
